----------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                        Time             CPU   Iterations UserCounters...
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_mean         1650 ms         1650 ms            3 items_per_second=2.54162G/s ns/interaction=0.39345s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_median       1650 ms         1650 ms            3 items_per_second=2.54123G/s ns/interaction=0.39351s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_stddev      0.441 ms        0.456 ms            3 items_per_second=702.072k/s ns/interaction=108.665us
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_cv           0.03 %          0.03 %             3 items_per_second=0.03% ns/interaction=0.03%
BM_Baseline_Handcoded_AoS_Scalar/16/500_mean                                  4273 ms         4273 ms            3 items_per_second=981.448M/s ns/interaction=1.0189s
BM_Baseline_Handcoded_AoS_Scalar/16/500_median                                4273 ms         4273 ms            3 items_per_second=981.443M/s ns/interaction=1.01891s
BM_Baseline_Handcoded_AoS_Scalar/16/500_stddev                               0.342 ms        0.332 ms            3 items_per_second=76.2932k/s ns/interaction=79.2043us
BM_Baseline_Handcoded_AoS_Scalar/16/500_cv                                    0.01 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_Scalar/16/500_mean                                  4535 ms         4535 ms            3 items_per_second=924.75M/s ns/interaction=1.08137s
BM_Baseline_Handcoded_SoA_Scalar/16/500_median                                4535 ms         4535 ms            3 items_per_second=924.744M/s ns/interaction=1.08138s
BM_Baseline_Handcoded_SoA_Scalar/16/500_stddev                               0.085 ms        0.060 ms            3 items_per_second=12.2532k/s ns/interaction=14.3284us
BM_Baseline_Handcoded_SoA_Scalar/16/500_cv                                    0.00 %          0.00 %             3 items_per_second=0.00% ns/interaction=0.00%
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_mean                                 1438 ms         1438 ms            3 items_per_second=2.91576G/s ns/interaction=0.342964s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median                               1438 ms         1438 ms            3 items_per_second=2.9157G/s ns/interaction=0.342971s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev                              0.071 ms        0.076 ms            3 items_per_second=155.033k/s ns/interaction=18.2352us
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv                                   0.00 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean                                 1927 ms         1927 ms            3 items_per_second=2.17615G/s ns/interaction=0.459527s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median                               1928 ms         1927 ms            3 items_per_second=2.17571G/s ns/interaction=0.45962s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev                              0.688 ms        0.684 ms            3 items_per_second=772.192k/s ns/interaction=163.027us
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv                                   0.04 %          0.04 %             3 items_per_second=0.04% ns/interaction=0.04%
