engine,kind,config,benchmark,scenario,run_id,n_dim,atoms,rho,steps,dt,ranks,threads,bind,loop_time_s,timesteps_per_second,matom_step_per_second,cpu_use_percent,pair_time_s,neigh_time_s,comm_time_s,modify_time_s,total_neighbors,neighbor_list_builds,wall_time_s,datafile,input_file,lammps_bin,command,result_dir
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,11,1,close,19.1549,unknown,26.103,99.9%,9.9002,7.3793,0.94576,0.4843,37710977,84,24.361802,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 11 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,16,1,close,12.3715,unknown,40.416,99.9%,6.4488,5.0069,0.41594,0.29139,37710977,84,17.360789,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 16 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,1,1,close,192.355,unknown,2.599,100.0%,102.56,79.283,2.2582,5.3844,37710977,84,211.942821,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 1 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,23,1,close,10.5248,unknown,47.507,99.9%,5.4045,3.6526,0.89097,0.29592,37710977,84,15.884574,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 23 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,2,1,close,95.4565,unknown,5.238,100.0%,50.522,39.659,1.7928,2.136,37710977,84,106.634127,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 2 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,32,1,close,6.29074,unknown,79.482,99.9%,3.1912,2.5071,0.30504,0.14405,37710977,84,11.593071,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 32 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,3,1,close,65.0649,unknown,7.685,100.0%,34.105,26.511,1.8715,1.4968,37710977,84,73.616722,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 3 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,45,1,close,4.47439,unknown,111.747,99.9%,2.2559,1.7774,0.23793,0.10444,37710977,84,10.483855,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 45 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,4,1,close,48.3673,unknown,10.338,100.0%,25.605,19.948,1.0419,1.0694,37710977,84,55.53362,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 4 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,56,1,close,3.68381,unknown,135.729,99.9%,1.8203,1.4398,0.2316,0.089657,37710977,84,10.012525,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 56 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,6,1,close,32.5884,unknown,15.343,100.0%,17.206,13.304,0.8506,0.73596,37710977,84,38.583441,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 6 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose,20260423_230902,100,1000000,0.8442,500,0.005,8,1,close,24.3725,unknown,20.515,100.0%,12.797,9.9803,0.67442,0.54193,37710977,84,29.752913,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 8 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose,20260423_230902,102,1061208,0.8442,500,0.005,32,1,close,6.66391,unknown,79.623,99.9%,3.4102,2.6505,0.29937,0.15887,40022909,84,12.452519,results/lammps/intel-generic/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902/argon_grid_n102_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 32 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902/argon_grid_n102_rho0.8442.data -var rho 0.8442 -var n 102 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose,20260423_230902,114,1481544,0.8442,500,0.005,45,1,close,6.94744,unknown,106.625,99.9%,3.5246,2.6814,0.35462,0.20794,55874636,85,14.149954,results/lammps/intel-generic/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902/argon_grid_n114_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 45 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902/argon_grid_n114_rho0.8442.data -var rho 0.8442 -var n 114 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose,20260423_230902,122,1815848,0.8442,500,0.005,56,1,close,7.18107,unknown,126.433,99.9%,3.679,2.6657,0.375,0.25128,68484218,85,15.730563,results/lammps/intel-generic/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902/argon_grid_n122_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 56 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902/argon_grid_n122_rho0.8442.data -var rho 0.8442 -var n 122 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n32_p32768_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose,20260423_230902,32,32768,0.8442,500,0.005,1,1,close,5.81056,unknown,2.82,100.0%,3.2085,2.3583,0.077436,0.10474,1235669,77,7.683308,results/lammps/intel-generic/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902/argon_grid_n32_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 1 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902/argon_grid_n32_rho0.8442.data -var rho 0.8442 -var n 32 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n40_p64000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose,20260423_230902,40,64000,0.8442,500,0.005,2,1,close,5.84427,unknown,5.475,100.0%,3.1508,2.3797,0.14817,0.10154,2413123,79,7.802899,results/lammps/intel-generic/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902/argon_grid_n40_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 2 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902/argon_grid_n40_rho0.8442.data -var rho 0.8442 -var n 40 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n46_p97336_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose,20260423_230902,46,97336,0.8442,500,0.005,3,1,close,6.15591,unknown,7.906,99.9%,3.2134,2.5667,0.2031,0.10469,3669955,83,8.265357,results/lammps/intel-generic/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902/argon_grid_n46_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 3 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902/argon_grid_n46_rho0.8442.data -var rho 0.8442 -var n 46 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n51_p132651_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose,20260423_230902,51,132651,0.8442,500,0.005,4,1,close,6.26646,unknown,10.584,99.9%,3.3183,2.5866,0.18882,0.10471,5003160,82,8.500732,results/lammps/intel-generic/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902/argon_grid_n51_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 4 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902/argon_grid_n51_rho0.8442.data -var rho 0.8442 -var n 51 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n58_p195112_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose,20260423_230902,58,195112,0.8442,500,0.005,6,1,close,6.20285,unknown,15.728,100.0%,3.2525,2.5808,0.19814,0.10414,7357822,83,8.696259,results/lammps/intel-generic/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902/argon_grid_n58_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 6 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902/argon_grid_n58_rho0.8442.data -var rho 0.8442 -var n 58 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n64_p262144_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose,20260423_230902,64,262144,0.8442,500,0.005,8,1,close,6.26453,unknown,20.923,99.9%,3.2574,2.5773,0.26041,0.1015,9886951,83,8.929201,results/lammps/intel-generic/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902/argon_grid_n64_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 8 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902/argon_grid_n64_rho0.8442.data -var rho 0.8442 -var n 64 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n71_p357911_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose,20260423_230902,71,357911,0.8442,500,0.005,11,1,close,6.62006,unknown,27.032,99.9%,3.4137,2.6375,0.31492,0.12266,13496398,83,9.818698,results/lammps/intel-generic/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902/argon_grid_n71_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 11 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902/argon_grid_n71_rho0.8442.data -var rho 0.8442 -var n 71 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n81_p531441_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose,20260423_230902,81,531441,0.8442,500,0.005,16,1,close,6.43834,unknown,41.272,99.9%,3.3531,2.6427,0.23652,0.11477,20041294,84,10.208417,results/lammps/intel-generic/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902/argon_grid_n81_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 16 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902/argon_grid_n81_rho0.8442.data -var rho 0.8442 -var n 81 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230902
lammps,scaling,intel-generic,argon_block,weak_n91_p753571_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose,20260423_230902,91,753571,0.8442,500,0.005,23,1,close,7.61832,unknown,49.458,99.9%,3.8653,2.7426,0.55592,0.20857,28419816,84,12.438737,results/lammps/intel-generic/argon_block/weak_n91_p753571_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902/argon_grid_n91_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-generic/install/bin/lmp,mpirun -np 23 build/lammps-intel-generic/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-generic/argon_block/weak_n91_p753571_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902/argon_grid_n91_rho0.8442.data -var rho 0.8442 -var n 91 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-generic/argon_block/weak_n91_p753571_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230902
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,11,1,close,11.1071,unknown,45.016,99.9%,6.7444,2.3471,1.1558,0.47417,37710977,84,16.222561,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 11 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r11_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,16,1,close,7.45912,unknown,67.032,99.8%,4.7547,1.5925,0.61766,0.27344,37710977,84,12.184772,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 16 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r16_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,1,1,close,108.25,unknown,4.619,99.9%,70.739,24.652,5.3363,4.8244,37710977,84,123.681891,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r1_t1_bindclose/20260423_230021
