engine,kind,config,benchmark,scenario,run_id,n_dim,atoms,rho,steps,dt,ranks,threads,bind,loop_time_s,timesteps_per_second,matom_step_per_second,cpu_use_percent,pair_time_s,neigh_time_s,comm_time_s,modify_time_s,total_neighbors,neighbor_list_builds,wall_time_s,datafile,input_file,lammps_bin,command,result_dir
lammps,scaling,openmp-native,argon_block,weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260424_000057,122,1815848,0.8442,500,0.005,1,56,close,37.1183,unknown,24.46,5573.0%,17.076,5.3289,3.9008,7.6478,68484218,85,47.03966,results/lammps/openmp-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260424_000057/argon_grid_n122_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260424_000057/argon_grid_n122_rho0.8442.data -var rho 0.8442 -var n 122 -var steps 500 -var dt 0.005 -sf omp -pk omp 56,results/lammps/openmp-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n32_p32768_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose,20260423_232207,32,32768,0.8442,500,1e-07,1,1,close,2.23499,unknown,7.331,100.0%,2.0604,0,0.04711,0.094797,1310720,0,2.661137,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose/20260423_232207/argon_grid_n32_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose/20260423_232207/argon_grid_n32_rho0.8442.data -var rho 0.8442 -var n 32 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 1,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260423_222546,32,32768,0.8442,500,0.005,1,1,close,8.33514,unknown,1.966,100.0%,4.7598,3.3652,0.07863,0.095611,1235669,77,9.149624,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_222546/argon_grid_n32_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_222546/argon_grid_n32_rho0.8442.data -var rho 0.8442 -var n 32 -var steps 500 -var dt 0.005 -sf omp -pk omp 1,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260424_000057,32,32768,0.8442,500,0.005,1,1,close,8.32952,unknown,1.967,100.0%,4.7579,3.3646,0.078079,0.093522,1235669,77,9.147931,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_000057/argon_grid_n32_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_000057/argon_grid_n32_rho0.8442.data -var rho 0.8442 -var n 32 -var steps 500 -var dt 0.005 -sf omp -pk omp 1,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260424_003622,32,32768,0.8442,500,0.005,1,1,close,8.32279,unknown,1.969,100.0%,4.7493,3.3654,0.078315,0.094061,1235669,77,9.143066,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_003622/argon_grid_n32_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_003622/argon_grid_n32_rho0.8442.data -var rho 0.8442 -var n 32 -var steps 500 -var dt 0.005 -sf omp -pk omp 1,results/lammps/openmp-native/argon_block/weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260424_003622
lammps,scaling,openmp-native,argon_block,weak_n40_p64000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose,20260423_232207,40,64000,0.8442,500,1e-07,1,2,close,2.38436,unknown,13.421,199.5%,2.0949,0,0.091835,0.12247,2560000,0,2.882233,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose/20260423_232207/argon_grid_n40_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose/20260423_232207/argon_grid_n40_rho0.8442.data -var rho 0.8442 -var n 40 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 2,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260423_222546,40,64000,0.8442,500,0.005,1,2,close,8.53789,unknown,3.748,199.7%,4.751,3.4179,0.16206,0.13205,2413123,79,9.423228,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_222546/argon_grid_n40_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_222546/argon_grid_n40_rho0.8442.data -var rho 0.8442 -var n 40 -var steps 500 -var dt 0.005 -sf omp -pk omp 2,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260424_000057,40,64000,0.8442,500,0.005,1,2,close,8.52362,unknown,3.754,199.7%,4.7451,3.4197,0.16209,0.12231,2413123,79,9.405428,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_000057/argon_grid_n40_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_000057/argon_grid_n40_rho0.8442.data -var rho 0.8442 -var n 40 -var steps 500 -var dt 0.005 -sf omp -pk omp 2,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260424_003622,40,64000,0.8442,500,0.005,1,2,close,8.52188,unknown,3.755,199.5%,4.7443,3.4191,0.16204,0.12252,2413123,79,9.406189,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_003622/argon_grid_n40_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_003622/argon_grid_n40_rho0.8442.data -var rho 0.8442 -var n 40 -var steps 500 -var dt 0.005 -sf omp -pk omp 2,results/lammps/openmp-native/argon_block/weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260424_003622
lammps,scaling,openmp-native,argon_block,weak_n46_p97336_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose,20260423_232207,46,97336,0.8442,500,1e-07,1,3,close,2.53532,unknown,19.196,299.4%,2.1452,0,0.12416,0.14922,3893440,0,3.117431,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose/20260423_232207/argon_grid_n46_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose/20260423_232207/argon_grid_n46_rho0.8442.data -var rho 0.8442 -var n 46 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 3,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260423_222546,46,97336,0.8442,500,0.005,1,3,close,9.05469,unknown,5.375,299.4%,4.8315,3.7223,0.23743,0.15,3669955,83,10.119851,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_222546/argon_grid_n46_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_222546/argon_grid_n46_rho0.8442.data -var rho 0.8442 -var n 46 -var steps 500 -var dt 0.005 -sf omp -pk omp 3,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260424_000057,46,97336,0.8442,500,0.005,1,3,close,9.0541,unknown,5.375,299.4%,4.8355,3.7202,0.23671,0.14862,3669955,83,10.1138,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_000057/argon_grid_n46_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_000057/argon_grid_n46_rho0.8442.data -var rho 0.8442 -var n 46 -var steps 500 -var dt 0.005 -sf omp -pk omp 3,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260424_003622,46,97336,0.8442,500,0.005,1,3,close,9.06106,unknown,5.371,299.5%,4.8367,3.7202,0.23629,0.15426,3669955,83,10.12229,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_003622/argon_grid_n46_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_003622/argon_grid_n46_rho0.8442.data -var rho 0.8442 -var n 46 -var steps 500 -var dt 0.005 -sf omp -pk omp 3,results/lammps/openmp-native/argon_block/weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260424_003622
lammps,scaling,openmp-native,argon_block,weak_n51_p132651_rho0.8442_dt0.0000001_steps500_threads_r1_t4_bindclose,20260423_232207,51,132651,0.8442,500,1e-07,1,4,close,3.31959,unknown,19.98,398.7%,2.8247,0,0.15581,0.17674,5306040,0,4.010519,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.0000001_steps500_threads_r1_t4_bindclose/20260423_232207/argon_grid_n51_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.0000001_steps500_threads_r1_t4_bindclose/20260423_232207/argon_grid_n51_rho0.8442.data -var rho 0.8442 -var n 51 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.0000001_steps500_threads_r1_t4_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260423_222546,51,132651,0.8442,500,0.005,1,4,close,9.3589,unknown,7.087,399.7%,4.9712,3.7625,0.30399,0.17257,5003160,82,10.529127,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_222546/argon_grid_n51_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_222546/argon_grid_n51_rho0.8442.data -var rho 0.8442 -var n 51 -var steps 500 -var dt 0.005 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260424_000057,51,132651,0.8442,500,0.005,1,4,close,9.36275,unknown,7.084,399.3%,4.9747,3.7608,0.30464,0.17365,5003160,82,10.530737,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_000057/argon_grid_n51_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_000057/argon_grid_n51_rho0.8442.data -var rho 0.8442 -var n 51 -var steps 500 -var dt 0.005 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260424_003622,51,132651,0.8442,500,0.005,1,4,close,,,,,,,,,,,,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_003622/argon_grid_n51_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_003622/argon_grid_n51_rho0.8442.data -var rho 0.8442 -var n 51 -var steps 500 -var dt 0.005 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260424_003622
lammps,scaling,openmp-native,argon_block,weak_n58_p195112_rho0.8442_dt0.0000001_steps500_threads_r1_t6_bindclose,20260423_232207,58,195112,0.8442,500,1e-07,1,6,close,2.97496,unknown,32.792,598.1%,2.2978,0,0.21264,0.20856,7804480,0,3.814749,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.0000001_steps500_threads_r1_t6_bindclose/20260423_232207/argon_grid_n58_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.0000001_steps500_threads_r1_t6_bindclose/20260423_232207/argon_grid_n58_rho0.8442.data -var rho 0.8442 -var n 58 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 6,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.0000001_steps500_threads_r1_t6_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260423_222546,58,195112,0.8442,500,0.005,1,6,close,9.63779,unknown,10.122,598.8%,4.9411,3.8096,0.42947,0.21196,7357822,83,10.975364,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_222546/argon_grid_n58_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_222546/argon_grid_n58_rho0.8442.data -var rho 0.8442 -var n 58 -var steps 500 -var dt 0.005 -sf omp -pk omp 6,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260424_000057,58,195112,0.8442,500,0.005,1,6,close,9.62305,unknown,10.138,599.1%,4.9275,3.806,0.431,0.21092,7357822,83,10.963691,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260424_000057/argon_grid_n58_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260424_000057/argon_grid_n58_rho0.8442.data -var rho 0.8442 -var n 58 -var steps 500 -var dt 0.005 -sf omp -pk omp 6,results/lammps/openmp-native/argon_block/weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n64_p262144_rho0.8442_dt0.0000001_steps500_threads_r1_t8_bindclose,20260423_232207,64,262144,0.8442,500,1e-07,1,8,close,3.32985,unknown,39.363,797.1%,2.2782,0,0.32067,0.26243,10485760,0,4.346598,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.0000001_steps500_threads_r1_t8_bindclose/20260423_232207/argon_grid_n64_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.0000001_steps500_threads_r1_t8_bindclose/20260423_232207/argon_grid_n64_rho0.8442.data -var rho 0.8442 -var n 64 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 8,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.0000001_steps500_threads_r1_t8_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260423_222546,64,262144,0.8442,500,0.005,1,8,close,10.2031,unknown,12.846,797.4%,5.0442,3.8879,0.60106,0.27574,9886951,83,11.636538,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_222546/argon_grid_n64_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_222546/argon_grid_n64_rho0.8442.data -var rho 0.8442 -var n 64 -var steps 500 -var dt 0.005 -sf omp -pk omp 8,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260424_000057,64,262144,0.8442,500,0.005,1,8,close,10.221,unknown,12.824,797.7%,5.0581,3.8847,0.59094,0.29791,9886951,83,11.685004,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260424_000057/argon_grid_n64_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260424_000057/argon_grid_n64_rho0.8442.data -var rho 0.8442 -var n 64 -var steps 500 -var dt 0.005 -sf omp -pk omp 8,results/lammps/openmp-native/argon_block/weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n71_p357911_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose,20260423_232207,71,357911,0.8442,500,1e-07,1,11,close,4.04657,unknown,44.224,1095.3%,2.4427,0,0.43875,0.47221,14316440,0,5.395214,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose/20260423_232207/argon_grid_n71_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose/20260423_232207/argon_grid_n71_rho0.8442.data -var rho 0.8442 -var n 71 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 11,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260423_222546,71,357911,0.8442,500,0.005,1,11,close,11.1032,unknown,16.118,1096.7%,5.1993,3.9653,0.83885,0.49814,13496398,83,12.925799,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_222546/argon_grid_n71_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_222546/argon_grid_n71_rho0.8442.data -var rho 0.8442 -var n 71 -var steps 500 -var dt 0.005 -sf omp -pk omp 11,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_222546
lammps,scaling,openmp-native,argon_block,weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260424_000057,71,357911,0.8442,500,0.005,1,11,close,11.0732,unknown,16.161,1096.7%,5.1942,3.9633,0.83694,0.47288,13496398,83,12.884528,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260424_000057/argon_grid_n71_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260424_000057/argon_grid_n71_rho0.8442.data -var rho 0.8442 -var n 71 -var steps 500 -var dt 0.005 -sf omp -pk omp 11,results/lammps/openmp-native/argon_block/weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260424_000057
lammps,scaling,openmp-native,argon_block,weak_n81_p531441_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose,20260423_232207,81,531441,0.8442,500,1e-07,1,16,close,5.76156,unknown,46.12,1589.3%,3.0468,0,0.6385,1.0339,21257640,0,7.626958,results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose/20260423_232207/argon_grid_n81_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose/20260423_232207/argon_grid_n81_rho0.8442.data -var rho 0.8442 -var n 81 -var steps 500 -var dt 0.0000001 -sf omp -pk omp 16,results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose/20260423_232207
lammps,scaling,openmp-native,argon_block,weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260423_222546,81,531441,0.8442,500,0.005,1,16,close,13.2336,unknown,20.079,1593.5%,5.8501,4.2059,1.2135,1.0674,20041294,84,15.656753,results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_222546/argon_grid_n81_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-openmp-native/install/bin/lmp,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_222546/argon_grid_n81_rho0.8442.data -var rho 0.8442 -var n 81 -var steps 500 -var dt 0.005 -sf omp -pk omp 16,results/lammps/openmp-native/argon_block/weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_222546
