----------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                        Time             CPU   Iterations UserCounters...
BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500_cv                 0.15 %          0.15 %             5 items_per_second=0.15% ns/interaction=0.15%
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_mean           1524 ms         1523 ms            5 items_per_second=2.75254G/s ns/interaction=0.3633s
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_median         1524 ms         1523 ms            5 items_per_second=2.7525G/s ns/interaction=0.363306s
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_stddev        0.387 ms        0.383 ms            5 items_per_second=692.465k/s ns/interaction=91.3822us
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_cv             0.03 %          0.03 %             5 items_per_second=0.03% ns/interaction=0.03%
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_mean         1543 ms         1542 ms            5 items_per_second=2.71902G/s ns/interaction=0.36778s
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_median       1542 ms         1542 ms            5 items_per_second=2.71912G/s ns/interaction=0.367766s
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_stddev      0.389 ms        0.398 ms            5 items_per_second=702.057k/s ns/interaction=94.9742us
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_cv           0.03 %          0.03 %             5 items_per_second=0.03% ns/interaction=0.03%
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_mean         1530 ms         1530 ms            5 items_per_second=2.74052G/s ns/interaction=0.364895s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_median       1530 ms         1530 ms            5 items_per_second=2.74101G/s ns/interaction=0.364829s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_stddev      0.650 ms        0.667 ms            5 items_per_second=1.19321M/s ns/interaction=158.963us
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_cv           0.04 %          0.04 %             5 items_per_second=0.04% ns/interaction=0.04%
BM_Baseline_Handcoded_AoS_Scalar/16/500_mean                                  4586 ms         4585 ms            5 items_per_second=914.549M/s ns/interaction=1.09345s
BM_Baseline_Handcoded_AoS_Scalar/16/500_median                                4577 ms         4576 ms            5 items_per_second=916.266M/s ns/interaction=1.09139s
BM_Baseline_Handcoded_AoS_Scalar/16/500_stddev                                17.3 ms         17.3 ms            5 items_per_second=3.44953M/s ns/interaction=4.12824ms
BM_Baseline_Handcoded_AoS_Scalar/16/500_cv                                    0.38 %          0.38 %             5 items_per_second=0.38% ns/interaction=0.38%
BM_Baseline_Handcoded_SoA_Scalar/16/500_mean                                  4454 ms         4454 ms            5 items_per_second=941.556M/s ns/interaction=1.06207s
BM_Baseline_Handcoded_SoA_Scalar/16/500_median                                4454 ms         4453 ms            5 items_per_second=941.632M/s ns/interaction=1.06199s
BM_Baseline_Handcoded_SoA_Scalar/16/500_stddev                                3.20 ms         3.21 ms            5 items_per_second=678.387k/s ns/interaction=765.437us
BM_Baseline_Handcoded_SoA_Scalar/16/500_cv                                    0.07 %          0.07 %             5 items_per_second=0.07% ns/interaction=0.07%
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_mean                                 1416 ms         1416 ms            5 items_per_second=2.96237G/s ns/interaction=0.337568s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median                               1416 ms         1415 ms            5 items_per_second=2.96246G/s ns/interaction=0.337557s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev                              0.066 ms        0.080 ms            5 items_per_second=166.992k/s ns/interaction=19.0295us
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv                                   0.00 %          0.01 %             5 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean                                 1761 ms         1761 ms            5 items_per_second=2.38172G/s ns/interaction=0.419865s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median                               1761 ms         1761 ms            5 items_per_second=2.38164G/s ns/interaction=0.419879s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev                              0.332 ms        0.318 ms            5 items_per_second=430.652k/s ns/interaction=75.9171us
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv                                   0.02 %          0.02 %             5 items_per_second=0.02% ns/interaction=0.02%
