--------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                            Time             CPU   Iterations UserCounters...
--------------------------------------------------------------------------------------------------------------------------------------
BM_LinkedCells_UpdateForcesOnly<Layout::AoS, VectorPolicy::Scalar>/50/25          3180 ms         3179 ms            1 items_per_second=299.187M/s ns/interaction=3.34239s
BM_LinkedCells_FullIntegration<Layout::AoS, VectorPolicy::Scalar>/50/25           3347 ms         3346 ms            1 items_per_second=284.289M/s ns/interaction=3.51755s
BM_LinkedCells_UpdateForcesOnly<Layout::SoA, VectorPolicy::Scalar>/50/25          3933 ms         3933 ms            1 items_per_second=241.893M/s ns/interaction=4.13405s
BM_LinkedCells_UpdateForcesOnly<Layout::SoA, VectorPolicy::Auto>/50/25            1069 ms         1068 ms            1 items_per_second=890.393M/s ns/interaction=1.1231s
BM_LinkedCells_UpdateForcesOnly<Layout::AoSoA<>, VectorPolicy::Auto>/50/25        1027 ms         1027 ms            1 items_per_second=926.049M/s ns/interaction=1.07986s
BM_LinkedCells_FullIntegration<Layout::AoSoA<>, VectorPolicy::Auto>/50/25         1109 ms         1109 ms            1 items_per_second=857.615M/s ns/interaction=1.16602s
BM_DirectSum_FullIntegration<Layout::AoS, VectorPolicy::Scalar>/4000/200          5489 ms         5488 ms            1 items_per_second=291.492M/s ns/interaction=3.43063s
BM_DirectSum_UpdateForcesOnly<Layout::AoS, VectorPolicy::Scalar>/4000/200         5265 ms         5264 ms            1 items_per_second=303.888M/s ns/interaction=3.29069s
BM_DirectSum_FullIntegration<Layout::SoA, VectorPolicy::Scalar>/4000/200          6558 ms         6557 ms            1 items_per_second=243.967M/s ns/interaction=4.09892s
BM_DirectSum_UpdateForcesOnly<Layout::SoA, VectorPolicy::Scalar>/4000/200         6519 ms         6518 ms            1 items_per_second=245.416M/s ns/interaction=4.07471s
BM_DirectSum_FullIntegration<Layout::SoA, VectorPolicy::Auto>/4000/200            1568 ms         1568 ms            1 items_per_second=1.02024G/s ns/interaction=0.980159s
BM_DirectSum_UpdateForcesOnly<Layout::SoA, VectorPolicy::Auto>/4000/200           1483 ms         1483 ms            1 items_per_second=1.07875G/s ns/interaction=0.926995s
BM_DirectSum_FullIntegration<Layout::AoSoA<>, VectorPolicy::Auto>/4000/200        1544 ms         1544 ms            1 items_per_second=1.03586G/s ns/interaction=0.965384s
BM_DirectSum_UpdateForcesOnly<Layout::AoSoA<>, VectorPolicy::Auto>/4000/200       1494 ms         1494 ms            1 items_per_second=1.07082G/s ns/interaction=0.933864s
BM_Manual_AbsoluteMaxPerf/7998000                                                 5.45 ms         5.45 ms          128 items_per_second=1.46739G/s ns/interaction=0.681481s
BM_Manual_RealisticVectorRead/7998000                                             13.9 ms         13.9 ms           48 items_per_second=573.599M/s ns/interaction=1.74338s
BM_Manual_TriangleAoS/4000/200                                                    2768 ms         2768 ms            1 items_per_second=577.948M/s ns/interaction=1.73026s
BM_Manual_TriangleSoA/4000/200                                                    1562 ms         1562 ms            1 items_per_second=1.02423G/s ns/interaction=0.976341s
BM_Manual_TriangleSoA_ExplicitSIMD/4000/200                                       1371 ms         1371 ms            1 items_per_second=1.16715G/s ns/interaction=0.856788s
