engine,kind,config,benchmark,benchmark_case,scenario,run_id,threads,real_time,cpu_time,time_unit,iterations,wall_time_seconds,hostname,run_date,json_file,build_dir,stdout_file,stderr_file,command,result_dir,aggregate_name,aggregate_unit,context_caches,context_cpu_scaling_enabled,context_date,context_executable,context_host_name,context_library_build_type,context_load_avg,context_mhz_per_cpu,context_num_cpus,family_index,items_per_second,ns/interaction,per_family_instance_index,repetitions,run_name,run_type
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median,default,20260423_233036,1,1439.1203871268192,1438.8483999999835,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,median,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,9,2914330654.9877305,0.34313196352258457,0,3,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev,default,20260423_233036,1,0.11524332551713329,0.0996834587521782,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,stddev,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,9,201921.9194911293,2.3772192073859027e-05,0,3,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv,default,20260423_233036,1,8.00821020042072e-05,6.92817994035012e-05,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,cv,percentage,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,9,6.928409389627069e-05,6.928179858844898e-05,0,3,BM_Baseline_Handcoded_SoA_2D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean,default,20260423_233036,1,1936.546709356933,1936.1776316666665,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,mean,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,10,2165751713.9292808,0.46173344772270536,0,3,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median,default,20260423_233036,1,1936.5467210930203,1936.1759599999998,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,median,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,10,2165753571.281817,0.46173304906898643,0,3,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev,default,20260423_233036,1,0.15236659813729259,0.18034431010705884,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,stddev,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,10,201727.61911384057,4.300793492811643e-05,0,3,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv,default,20260423_233036,1,7.867953682763934e-05,9.314450655636282e-05,ms,3,96.808184,cm4r15c06s08,2026-04-23T23:33:09+02:00,results/april/native/april_vs_hardcoded/default/20260423_233036/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_233036/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_233036/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_233036,cv,percentage,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:33:09+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.93652, 12.8135, 11.3672]",2001,224,10,9.314438853558615e-05,9.314450824438626e-05,0,3,BM_Baseline_Handcoded_SoA_1D_SIMD/16/500,aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500_mean",default,20260423_234701,1,4305.1344027478835,4304.414750333332,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,mean,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,0,974208015.6370169,1.0265030597368485,0,3,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500_median",default,20260423_234701,1,4302.502362156929,4301.747517000001,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,median,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,0,974785243.3060404,1.0258669864640566,0,3,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500_stddev",default,20260423_234701,1,27.651871987858602,27.662231677199177,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,stddev,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,0,6255089.001372801,0.006596800518265555,0,3,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500_cv",default,20260423_234701,1,0.006422998541046466,0.006426479157255239,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,cv,percentage,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,0,0.006420691372861178,0.006426479157263002,0,3,"BM_April_DirectSum<Layout::AoS, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500_mean",default,20260423_234701,1,4991.016395410058,4990.148339999999,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,mean,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,1,840311709.097086,1.1900346125228933,0,3,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500_median",default,20260423_234701,1,4990.873146041786,4989.987069,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,median,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,1,840338850.986309,1.1899961531307233,0,3,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500_stddev",default,20260423_234701,1,0.8515314428033118,0.8454148028965306,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,stddev,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,1,142356.2452646106,0.00020161181679938432,0,3,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500_cv",default,20260423_234701,1,0.0001706128322051626,0.00016941676785835405,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,cv,percentage,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,1,0.0001694088559322495,0.00016941676710727254,0,3,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500_mean",default,20260423_234701,1,4865.695475834805,4864.791862000001,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,mean,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,2,861964939.2921604,1.1601400006677351,0,3,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500_median",default,20260423_234701,1,4865.717093723655,4864.830403000006,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,median,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,2,861958105.9627732,1.160149191802123,0,3,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500_stddev",default,20260423_234701,1,0.4386766651528357,0.43153922922685545,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,stddev,time,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,2,76462.89494561472,0.00010291209370646973,0,3,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500",aggregate
april,microbench,native,april_vs_hardcoded,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500_cv",default,20260423_234701,1,9.015703250059482e-05,8.870661715205266e-05,ms,3,97.021949,cm4r15c06s08,2026-04-23T23:49:34+02:00,results/april/native/april_vs_hardcoded/default/20260423_234701/april_vs_hardcoded.json,build/april-native,results/april/native/april_vs_hardcoded/default/20260423_234701/stdout.log,results/april/native/april_vs_hardcoded/default/20260423_234701/stderr.log,build/april-native/bin/april_vs_hardcoded --benchmark_repetitions=3 --benchmark_report_aggregates_only=true --benchmark_out_format=json --benchmark_out=april_vs_hardcoded.json,results/april/native/april_vs_hardcoded/default/20260423_234701,cv,percentage,"[{'type': 'Data', 'level': 1, 'size': 49152, 'num_sharing': 2}, {'type': 'Instruction', 'level': 1, 'size': 32768, 'num_sharing': 2}, {'type': 'Unified', 'level': 2, 'size': 2097152, 'num_sharing': 2}, {'type': 'Unified', 'level': 3, 'size': 110100480, 'num_sharing': 112}]",True,2026-04-23T23:49:34+02:00,/dss/dssfs02/lwp-dss-0001/pr63so/pr63so-dss-0000/ge93qil2/april-benchmarks/build/april-native/bin/april_vs_hardcoded,cm4r15c06s08,release,"[3.23828, 8.97217, 8.90527]",2001,224,2,8.870766252790458e-05,8.870661613877395e-05,0,3,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500",aggregate
