engine,kind,config,benchmark,scenario,run_id,scaling,n,particles,particles_processed,rho,dt,steps,steps_processed,bx,by,bz,schedule,layout,executor,ordering,threads,wall_time_seconds,integration_time_s,throughput_it_per_s,performance_mups,avg_step_time_s,median_step_time_s,min_step_time_s,max_step_time_s,std_deviation_s,hostname,run_date,build_dir,stdout_file,stderr_file,command,result_dir
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,32,9.73154,9.73146,51.38,51.38,0.019463,0.01944,0.019001,0.022092,0.000179,cm4r15c06s08,2026-04-23T20:36:44+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 32 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,32,10.60734,10.60724,47.14,47.14,0.021214,0.021487,0.019285,0.033997,0.001074,cm4r15c06s08,2026-04-24T00:33:44+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 32 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260423_193432,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,49.99278,49.99266,10.0,10.0,0.099985,0.100011,0.094877,0.10305,0.001446,cm4r15c06s08,2026-04-23T19:45:05+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_193432/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_193432/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 4 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_193432
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260423_195043,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,49.962,49.96188,10.01,10.01,0.099924,0.100034,0.094833,0.103125,0.001396,cm4r15c06s08,2026-04-23T20:01:17+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_195043/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_195043/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 4 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_195043
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,49.95205,49.95194,10.01,10.01,0.099904,0.099969,0.094867,0.103656,0.00141,cm4r15c06s08,2026-04-23T20:33:47+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 4 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,49.98647,49.98635,10.0,10.0,0.099973,0.1,0.094996,0.104076,0.001465,cm4r15c06s08,2026-04-24T00:30:47+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 4 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260423_193432,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,9.78306,9.78297,51.11,51.11,0.019566,0.019527,0.019114,0.038502,0.000856,cm4r15c06s08,2026-04-23T19:48:13+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_193432/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_193432/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 45 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_193432
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260423_195043,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,9.76113,9.76103,51.22,51.22,0.019522,0.019518,0.019156,0.02033,0.000123,cm4r15c06s08,2026-04-23T20:04:26+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_195043/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_195043/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 45 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_195043
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,9.76571,9.76562,51.2,51.2,0.019531,0.019531,0.019123,0.01988,0.000122,cm4r15c06s08,2026-04-23T20:36:56+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 45 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,9.73884,9.73871,51.34,51.34,0.019477,0.019477,0.01906,0.020006,0.000112,cm4r15c06s08,2026-04-24T00:33:57+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 45 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260423_193432,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,10.10088,10.10074,49.5,49.5,0.020201,0.020121,0.019109,0.02362,0.000476,cm4r15c06s08,2026-04-23T19:48:25+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_193432/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_193432/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 56 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_193432
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260423_195043,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,10.10876,10.10863,49.46,49.46,0.020217,0.020129,0.018919,0.023077,0.000489,cm4r15c06s08,2026-04-23T20:04:37+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_195043/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_195043/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 56 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_195043
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,8.7539,8.75379,57.12,57.12,0.017508,0.017469,0.016648,0.018866,0.000337,cm4r15c06s08,2026-04-23T20:37:07+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 56 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,10.0601,10.05999,49.7,49.7,0.02012,0.020044,0.018886,0.023179,0.000446,cm4r15c06s08,2026-04-24T00:34:09+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 56 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260423_193432,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,34.29247,34.29238,14.58,14.58,0.068585,0.068581,0.065417,0.090456,0.001761,cm4r15c06s08,2026-04-23T19:46:00+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_193432/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_193432/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 6 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_193432
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260423_195043,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,34.20944,34.20934,14.62,14.62,0.068419,0.068478,0.065293,0.078156,0.001069,cm4r15c06s08,2026-04-23T20:02:12+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_195043/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_195043/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 6 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_195043
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,34.18591,34.18581,14.63,14.63,0.068372,0.068445,0.065328,0.0777,0.001065,cm4r15c06s08,2026-04-23T20:34:42+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 6 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,34.22671,34.22661,14.61,14.61,0.068453,0.068509,0.065287,0.071986,0.000948,cm4r15c06s08,2026-04-24T00:31:42+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 6 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260423_193432,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,26.4124,26.4123,18.93,18.93,0.052825,0.05286,0.050434,0.055582,0.000742,cm4r15c06s08,2026-04-23T19:46:38+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_193432/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_193432/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 8 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_193432
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260423_195043,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,26.49993,26.49982,18.87,18.87,0.053,0.052961,0.051414,0.067554,0.001063,cm4r15c06s08,2026-04-23T20:02:50+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_195043/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_195043/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 8 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_195043
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260423_202314,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,26.51654,26.51646,18.86,18.86,0.053033,0.052944,0.051368,0.068806,0.001028,cm4r15c06s08,2026-04-23T20:35:20+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_202314/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_202314/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 8 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260423_202314
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260424_002014,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,26.48868,26.48859,18.88,18.88,0.052977,0.052894,0.051356,0.068137,0.001034,cm4r15c06s08,2026-04-24T00:32:20+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260424_002014/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260424_002014/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 8 500 2 2 2 C08 SoA OmpExecutor hilbert strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8/20260424_002014
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t1,20260423_233036,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,none,1,193.32668,193.32654,2.59,2.59,0.386653,0.386352,0.374856,0.394825,0.00361,cm4r15c06s08,2026-04-23T23:34:46+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t1/20260423_233036/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t1/20260423_233036/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 1 500 2 2 2 C08 SoA OmpExecutor none strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t1/20260423_233036
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t11,20260423_233036,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,none,11,21.0183,21.01818,23.79,23.79,0.042036,0.041836,0.041032,0.056618,0.00106,cm4r15c06s08,2026-04-23T23:43:27+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t11/20260423_233036/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t11/20260423_233036/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 11 500 2 2 2 C08 SoA OmpExecutor none strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t11/20260423_233036
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t16,20260423_233036,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,none,16,15.80583,15.80572,31.63,31.63,0.031611,0.031254,0.030678,0.042571,0.00113,cm4r15c06s08,2026-04-23T23:43:51+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t16/20260423_233036/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t16/20260423_233036/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 16 500 2 2 2 C08 SoA OmpExecutor none strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t16/20260423_233036
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t2,20260423_233036,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,none,2,99.60762,99.60748,5.02,5.02,0.199215,0.199232,0.193998,0.207636,0.00184,cm4r15c06s08,2026-04-23T23:38:17+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t2/20260423_233036/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t2/20260423_233036/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 2 500 2 2 2 C08 SoA OmpExecutor none strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t2/20260423_233036
april,argon_scaling,native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t23,20260423_233036,strong,100,1000000,500000000,0.8442,0.005,500,500,2,2,2,C08,SoA,OmpExecutor,none,23,12.54491,12.54482,39.86,39.86,0.02509,0.025248,0.023872,0.036358,0.001168,cm4r15c06s08,2026-04-23T23:44:09+02:00,build/april-native,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t23/20260423_233036/stdout.log,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t23/20260423_233036/stderr.log,build/april-native/bin/argon_block 100 0.8442 0.005 23 500 2 2 2 C08 SoA OmpExecutor none strong_scaling,results/april/native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_none_t23/20260423_233036
