Label,Particles,Threads,Steps,Integration_s,MUPS,Avg_s,Median_s,P05_s,P99_s,StdDev_s
rho0.80_n100_t1,1000000,1,100,48.2549,2.07233,0.482549,0.505181,0.407532,0.602769,0.0428534
rho0.80_n100_t2,1000000,2,100,24.7316,4.04341,0.247316,0.260717,0.206301,0.267726,0.0227407
rho0.80_n100_t4,1000000,4,100,12.9019,7.75077,0.129019,0.135918,0.104654,0.140905,0.0132779
rho0.80_n100_t8,1000000,8,100,6.8537,14.5907,0.068537,0.0730693,0.0529009,0.0930553,0.0091781
rho0.80_n100_t16,1000000,16,160,6.56528,24.3706,0.041033,0.0425339,0.0285983,0.0444694,0.00460833
rho0.80_n100_t24,1000000,24,240,11.0416,21.7359,0.0460068,0.0467742,0.0312777,0.0493335,0.00422547
rho0.80_n100_t32,1000000,32,320,12.8058,24.9887,0.0400181,0.0402439,0.0400038,0.0419458,0.00216872
