----------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                        Time             CPU   Iterations UserCounters...
BM_Baseline_Handcoded_AoS_Scalar/16/500_cv                                    0.01 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_Scalar/16/500_mean                                  4540 ms         4539 ms            3 items_per_second=923.856M/s ns/interaction=1.08242s
BM_Baseline_Handcoded_SoA_Scalar/16/500_median                                4540 ms         4539 ms            3 items_per_second=923.837M/s ns/interaction=1.08244s
BM_Baseline_Handcoded_SoA_Scalar/16/500_stddev                               0.550 ms        0.542 ms            3 items_per_second=110.255k/s ns/interaction=129.174us
BM_Baseline_Handcoded_SoA_Scalar/16/500_cv                                    0.01 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_mean                                 1441 ms         1440 ms            3 items_per_second=2.91153G/s ns/interaction=0.343462s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median                               1440 ms         1440 ms            3 items_per_second=2.91153G/s ns/interaction=0.343462s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev                              0.064 ms        0.058 ms            3 items_per_second=116.445k/s ns/interaction=13.7365us
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv                                   0.00 %          0.00 %             3 items_per_second=0.00% ns/interaction=0.00%
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean                                 1925 ms         1924 ms            3 items_per_second=2.17902G/s ns/interaction=0.458922s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median                               1925 ms         1924 ms            3 items_per_second=2.17897G/s ns/interaction=0.458933s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev                              0.127 ms        0.125 ms            3 items_per_second=141.076k/s ns/interaction=29.711us
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv                                   0.01 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
