engine,kind,config,benchmark,scenario,run_id,scaling,mode,n,particles,rho,dt,steps,ranks,threads,total_cores,bind,loop_time_s,performance_mups,avg_step_time_s,timesteps_per_second,matom_step_per_second,cpu_use_percent,pair_time_s,neigh_time_s,comm_time_s,modify_time_s,total_neighbors,neighbor_list_builds,pair_ns_per_interaction,pair_interactions_per_second,wall_time_s,hostname,run_date,pkg_openmp,pkg_intel,extra_cxx_flags,lammps_commit,benchmark_repo_commit,command,result_dir,speedup,parallel_efficiency
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,4,4,close,73.1694,6.833,0.1463388,unknown,6.833,399.3,38.263,29.124,2.1208,2.0224,37710977.0,84.0,2.0292765154294465,492786464.7309411,81.169115,cm4r15c06s08,2026-04-26T16:18:44+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260426_160927,3.6540106951871656,0.9135026737967914
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,4,4,close,72.9954,6.85,0.1459908,unknown,6.85,399.2,38.245,28.952,2.1327,2.0316,37710977.0,84.0,2.028321886224268,493018394.5613806,80.987176,cm4r15c06s08,2026-04-26T16:40:10+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 4,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260426_163052,3.6631016042780744,0.9157754010695186
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,6,6,close,51.2006,9.766,0.1024012,unknown,9.766,598.8,25.957,19.617,2.1593,1.8422,37710977.0,84.0,1.3766283488226785,726412470.6244943,57.516112,cm4r15c06s08,2026-04-26T16:20:07+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 6,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260426_160927,5.222459893048128,0.8704099821746879
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,6,6,close,51.1082,9.783,0.1022164,unknown,9.783,598.8,25.905,19.587,2.1604,1.8322,37710977.0,84.0,1.3738705311188304,727870623.4317698,57.404194,cm4r15c06s08,2026-04-26T16:41:33+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 6,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260426_163052,5.2315508021390364,0.8719251336898394
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,8,8,close,40.4732,12.354,0.0809464,unknown,12.354,798.0,19.857,14.977,2.197,1.8223,37710977.0,84.0,1.0531151181789853,949563806.2144332,45.953807,cm4r15c06s08,2026-04-26T16:21:07+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 8,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260426_160927,6.606417112299464,0.825802139037433
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,8,8,close,40.4879,12.349,0.0809758,unknown,12.349,798.1,19.85,14.99,2.191,1.8443,37710977.0,84.0,1.0527438734880827,949898664.9874054,45.972617,cm4r15c06s08,2026-04-26T16:42:32+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 8,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260426_163052,6.603743315508021,0.8254679144385026
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,11,11,close,31.8874,15.68,0.0637747999999999,unknown,15.68,1096.6,15.032,11.119,2.1825,1.9366,37710977.0,84.0,0.7972214562354086,1254356605.9073975,36.737994,cm4r15c06s08,2026-04-26T16:21:55+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 11,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260426_160927,8.385026737967914,0.7622751579970831
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,11,11,close,31.9096,15.669,0.0638192,unknown,15.669,1096.5,15.027,11.119,2.2079,1.9335,37710977.0,84.0,0.7969562814561925,1254773973.5143409,36.785277,cm4r15c06s08,2026-04-26T16:43:20+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 11,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260426_163052,8.379144385026738,0.7617403986387944
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,16,16,close,25.2387,19.811,0.0504774,unknown,19.811,1593.9,11.196,7.9176,2.1993,2.3131,37710977.0,84.0,0.5937793656207846,1684127232.940336,29.677088,cm4r15c06s08,2026-04-26T16:22:33+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 16,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260426_160927,10.594117647058823,0.6621323529411764
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,16,16,close,25.2276,19.82,0.0504552,unknown,19.82,1593.8,11.186,7.9266,2.1942,2.3101,37710977.0,84.0,0.5932490160623524,1685632799.928482,29.683984,cm4r15c06s08,2026-04-26T16:43:59+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 16,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260426_163052,10.598930481283421,0.6624331550802138
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,23,23,close,21.7105,23.03,0.043421,unknown,23.03,2289.7,9.1261,5.8127,2.203,2.9217,37710977.0,84.0,0.4840023105208862,2066105839.296085,26.027896,cm4r15c06s08,2026-04-26T16:23:05+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 23,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260426_160927,12.315508021390373,0.5354568704952336
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,23,23,close,21.7032,23.038,0.0434064,unknown,23.038,2289.7,9.1313,5.8016,2.2102,2.9212,37710977.0,84.0,0.484278092291271,2064929254.3230429,25.9919,cm4r15c06s08,2026-04-26T16:44:30+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 23,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260426_163052,12.319786096256683,0.5356428737502906
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,32,32,close,20.1412,24.825,0.0402824,unknown,24.825,3184.2,8.3494,4.4264,2.2291,3.4618,37710977.0,84.0,0.4428100603174507,2258304608.714399,24.486997,cm4r15c06s08,2026-04-26T16:23:33+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 32,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260426_160927,13.275401069518715,0.41485628342245984
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,32,32,close,20.0778,24.903,0.0401556,unknown,24.903,3185.1,8.3369,4.4018,2.2104,3.4587,37710977.0,84.0,0.4421471233694105,2261690616.416174,24.41367,cm4r15c06s08,2026-04-26T16:44:58+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 32,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260426_163052,13.31711229946524,0.41615975935828875
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,37,37,close,19.6188,25.486,0.0392376,unknown,25.486,3681.2,8.3243,3.9235,2.2438,3.4353,37710977.0,84.0,0.4414788829257857,2265114003.5798807,24.00659,cm4r15c06s08,2026-04-26T16:24:00+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 37,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose/20260426_160927,13.628877005347594,0.36834802717155657
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,37,37,close,19.6207,25.483,0.0392413999999999,unknown,25.483,3682.9,8.3389,3.9274,2.2234,3.4398,37710977.0,84.0,0.4422531932810969,2261148173.020422,23.989012,cm4r15c06s08,2026-04-26T16:45:25+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 37,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t37_bindclose/20260426_163052,13.627272727272727,0.3683046683046683
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,45,45,close,19.234,25.996,0.038468,unknown,25.996,4476.9,8.5775,3.3903,2.2394,3.3329,37710977.0,84.0,0.4549073337452912,2198249897.9889245,23.731206,cm4r15c06s08,2026-04-26T16:45:51+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 45,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260426_163052,13.901604278074865,0.30892453951277477
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,45,45,close,19.2077,26.031,0.0384153999999999,unknown,26.031,4477.0,8.5668,3.382,2.228,3.3401,37710977.0,84.0,0.4543398597177687,2200995529.252463,23.699633,cm4r15c06s08,2026-04-26T16:24:25+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 45,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260426_160927,13.920320855614971,0.30934046345811045
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,50,50,close,19.6761,25.412,0.0393522,unknown,25.412,4973.6,8.8568,3.1387,2.2542,3.7052,37710977.0,84.0,0.4697199969123048,2128927885.9181647,24.29603,cm4r15c06s08,2026-04-26T16:46:16+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 50,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose/20260426_163052,13.589304812834223,0.2717860962566845
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,50,50,close,19.6729,25.416,0.0393458,unknown,25.416,4974.2,8.8618,3.1319,2.2501,3.7022,37710977.0,84.0,0.469985171691521,2127726703.378546,24.315027,cm4r15c06s08,2026-04-26T16:24:51+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 50,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose/20260426_160927,13.591443850267378,0.2718288770053476
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260426_163052,strong,threads,100,1000000,0.8442,0.005,500,1,56,56,close,20.5419,24.341,0.0410838,unknown,24.341,5569.5,9.3902,2.9056,2.3208,4.1521,37710977.0,84.0,0.4980088423590829,2007996475.0484548,25.358797,cm4r15c06s08,2026-04-26T16:46:43+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260426_163052/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 56,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260426_163052,13.016577540106951,0.23243888464476697
lammps,scaling,openmp-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260426_160927,strong,threads,100,1000000,0.8442,0.005,500,1,56,56,close,20.4673,24.429,0.0409346,unknown,24.429,5572.0,9.3553,2.8942,2.3027,4.1409,37710977.0,84.0,0.4961579224001542,2015487317.349524,25.302041,cm4r15c06s08,2026-04-26T16:25:17+02:00,ON,OFF,-O3 -DNDEBUG -fno-math-errno -ffast-math -fopenmp -march=native,unknown,unknown,build/lammps-openmp-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260426_160927/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf omp -pk omp 56,results/lammps/openmp-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260426_160927,13.063636363636363,0.23327922077922075
