engine,config,benchmark,scaling,scenario,run_id,run_date,hostname,n_dim,atoms,rho,dt,steps,ranks,threads,bind,loop_time_s,timesteps_per_second,matom_step_per_second,cpu_use_percent,pair_time_s,neigh_time_s,comm_time_s,output_time_s,modify_time_s,other_time_s,total_neighbors,neighbor_list_builds,wall_time_s,wall_time_process_s,exit_status,result_dir
lammps,intel-native,argon_block,weak,weak_n118_p1643032_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose,20260630_024117_weak_rep2,2026-06-30T03:25:50+02:00,cm4r15c06s04,118,1643032,0.8442,0.005,500,1,50,close,41.6153,,19.741,2256.8,11.244,3.8494,10.666,,11.859,,61965197,84,51.469224,51.469224,0,results\lammps\intel-native\argon_block\weak_n118_p1643032_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n118_p1643032_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose,20260630_024117_weak_rep3,2026-06-30T03:31:42+02:00,cm4r15c06s04,118,1643032,0.8442,0.005,500,1,50,close,41.6021,,19.747,2255.4,11.233,3.8424,10.549,,11.888,,61965197,84,51.444167,51.444167,0,results\lammps\intel-native\argon_block\weak_n118_p1643032_rho0.8442_dt0.005_steps500_threads_r1_t50_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260630_024117_weak_rep1,2026-06-30T03:20:53+02:00,cm4r15c06s04,122,1815848,0.8442,0.005,500,1,56,close,48.7473,,18.625,2602.5,13.776,4.1393,12.307,,13.898,,68484218,85,60.01804,60.01804,0,results\lammps\intel-native\argon_block\weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260630_024117_weak_rep2,2026-06-30T03:26:45+02:00,cm4r15c06s04,122,1815848,0.8442,0.005,500,1,56,close,48.8879,,18.572,2598.2,13.774,4.0882,12.431,,13.928,,68484218,85,60.364485,60.364485,0,results\lammps\intel-native\argon_block\weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260630_024117_weak_rep3,2026-06-30T03:32:37+02:00,cm4r15c06s04,122,1815848,0.8442,0.005,500,1,56,close,48.9027,,18.566,2599.9,13.854,4.1126,12.25,,13.998,,68484218,85,60.182434,60.182434,0,results\lammps\intel-native\argon_block\weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:02+02:00,cm4r15c06s04,32,32768,0.8442,0.005,500,1,1,close,3.35382,,4.885,100.0,2.318,0.747,0.1228,,0.10492,,1235669,77,5.020733,5.020733,0,results\lammps\intel-native\argon_block\weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260630_024117_weak_rep2,2026-06-30T03:21:54+02:00,cm4r15c06s04,32,32768,0.8442,0.005,500,1,1,close,3.37911,,4.849,100.0,2.3427,0.74588,0.12327,,0.10576,,1235669,77,5.083014,5.083014,0,results\lammps\intel-native\argon_block\weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260630_024117_weak_rep3,2026-06-30T03:27:46+02:00,cm4r15c06s04,32,32768,0.8442,0.005,500,1,1,close,3.36016,,4.876,100.0,2.3238,0.74595,0.12424,,0.10459,,1235669,77,5.056426,5.056426,0,results\lammps\intel-native\argon_block\weak_n32_p32768_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:08+02:00,cm4r15c06s04,40,64000,0.8442,0.005,500,1,2,close,4.31452,,7.417,173.7,2.7847,0.80413,0.26653,,0.3404,,2413123,79,6.127974,6.127974,0,results\lammps\intel-native\argon_block\weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260630_024117_weak_rep2,2026-06-30T03:21:59+02:00,cm4r15c06s04,40,64000,0.8442,0.005,500,1,2,close,4.32612,,7.397,173.5,2.7965,0.80498,0.26681,,0.33917,,2413123,79,6.137878,6.137878,0,results\lammps\intel-native\argon_block\weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260630_024117_weak_rep3,2026-06-30T03:27:52+02:00,cm4r15c06s04,40,64000,0.8442,0.005,500,1,2,close,4.33802,,7.377,173.1,2.8073,0.80511,0.2657,,0.34128,,2413123,79,6.164079,6.164079,0,results\lammps\intel-native\argon_block\weak_n40_p64000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:15+02:00,cm4r15c06s04,46,97336,0.8442,0.005,500,1,3,close,4.34723,,11.195,245.7,2.444,0.9162,0.43797,,0.37725,,3669955,83,6.248279,6.248279,0,results\lammps\intel-native\argon_block\weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:06+02:00,cm4r15c06s04,46,97336,0.8442,0.005,500,1,3,close,4.41342,,11.027,244.7,2.5125,0.91625,0.43699,,0.37635,,3669955,83,6.311274,6.311274,0,results\lammps\intel-native\argon_block\weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260630_024117_weak_rep3,2026-06-30T03:27:58+02:00,cm4r15c06s04,46,97336,0.8442,0.005,500,1,3,close,4.37996,,11.112,244.3,2.4947,0.89982,0.4375,,0.37668,,3669955,83,6.288257,6.288257,0,results\lammps\intel-native\argon_block\weak_n46_p97336_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:21+02:00,cm4r15c06s04,51,132651,0.8442,0.005,500,1,4,close,5.83069,,11.375,302.5,3.0804,1.3609,0.60052,,0.53318,,5003160,82,7.880547,7.880547,0,results\lammps\intel-native\argon_block\weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:13+02:00,cm4r15c06s04,51,132651,0.8442,0.005,500,1,4,close,5.61672,,11.809,307.3,3.0532,1.212,0.59306,,0.52852,,5003160,82,7.716101,7.716101,0,results\lammps\intel-native\argon_block\weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260630_024117_weak_rep3,2026-06-30T03:28:05+02:00,cm4r15c06s04,51,132651,0.8442,0.005,500,1,4,close,5.71374,,11.608,304.0,3.0881,1.2781,0.59338,,0.52461,,5003160,82,7.775035,7.775035,0,results\lammps\intel-native\argon_block\weak_n51_p132651_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:30+02:00,cm4r15c06s04,58,195112,0.8442,0.005,500,1,6,close,7.29327,,13.376,398.5,3.4348,1.6437,0.95812,,0.82641,,7357822,83,9.657122,9.657122,0,results\lammps\intel-native\argon_block\weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:21+02:00,cm4r15c06s04,58,195112,0.8442,0.005,500,1,6,close,7.10455,,13.731,403.0,3.2824,1.6518,0.95521,,0.82026,,7357822,83,9.442407,9.442407,0,results\lammps\intel-native\argon_block\weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260630_024117_weak_rep3,2026-06-30T03:28:14+02:00,cm4r15c06s04,58,195112,0.8442,0.005,500,1,6,close,7.55243,,12.917,378.4,3.7538,1.5943,0.96186,,0.82826,,7357822,83,10.016227,10.016227,0,results\lammps\intel-native\argon_block\weak_n58_p195112_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:41+02:00,cm4r15c06s04,64,262144,0.8442,0.005,500,1,8,close,8.64698,,15.158,469.5,3.6575,1.7735,1.3518,,1.2559,,9886951,83,11.209649,11.209649,0,results\lammps\intel-native\argon_block\weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:32+02:00,cm4r15c06s04,64,262144,0.8442,0.005,500,1,8,close,8.443,,15.524,479.1,3.5559,1.7013,1.3366,,1.2395,,9886951,83,10.946781,10.946781,0,results\lammps\intel-native\argon_block\weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260630_024117_weak_rep3,2026-06-30T03:28:24+02:00,cm4r15c06s04,64,262144,0.8442,0.005,500,1,8,close,8.37287,,15.654,478.6,3.3997,1.7346,1.3561,,1.2815,,9886951,83,10.986844,10.986844,0,results\lammps\intel-native\argon_block\weak_n64_p262144_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260630_024117_weak_rep1,2026-06-30T03:16:53+02:00,cm4r15c06s04,71,357911,0.8442,0.005,500,1,11,close,9.35538,,19.129,569.2,3.208,1.6737,1.8558,,1.7987,,13496398,83,12.261156,12.261156,0,results\lammps\intel-native\argon_block\weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:44+02:00,cm4r15c06s04,71,357911,0.8442,0.005,500,1,11,close,9.43431,,18.969,569.0,3.3041,1.6706,1.8514,,1.7863,,13496398,83,12.325623,12.325623,0,results\lammps\intel-native\argon_block\weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260630_024117_weak_rep3,2026-06-30T03:28:36+02:00,cm4r15c06s04,71,357911,0.8442,0.005,500,1,11,close,9.34622,,19.147,570.4,3.2684,1.62,1.8477,,1.7869,,13496398,83,12.348671,12.348671,0,results\lammps\intel-native\argon_block\weak_n71_p357911_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260630_024117_weak_rep1,2026-06-30T03:17:06+02:00,cm4r15c06s04,81,531441,0.8442,0.005,500,1,16,close,14.8141,,17.937,763.0,5.9229,1.9273,2.8137,,2.9004,,20041294,84,18.668131,18.668131,0,results\lammps\intel-native\argon_block\weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260630_024117_weak_rep2,2026-06-30T03:22:57+02:00,cm4r15c06s04,81,531441,0.8442,0.005,500,1,16,close,15.1578,,17.53,750.8,6.0773,2.1055,2.8152,,2.9047,,20041294,84,18.986864,18.986864,0,results\lammps\intel-native\argon_block\weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260630_024117_weak_rep3,2026-06-30T03:28:50+02:00,cm4r15c06s04,81,531441,0.8442,0.005,500,1,16,close,14.6709,,18.112,772.1,5.8044,1.9383,2.8019,,2.8868,,20041294,84,18.578379,18.578379,0,results\lammps\intel-native\argon_block\weak_n81_p531441_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose\20260630_024117_weak_rep3
lammps,intel-native,argon_block,weak,weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260630_024117_weak_rep1,2026-06-30T03:17:27+02:00,cm4r15c06s04,91,753571,0.8442,0.005,500,1,23,close,20.9856,,17.954,1064.9,7.424,2.629,4.1278,,4.9733,,28419816,84,25.993736,25.993736,0,results\lammps\intel-native\argon_block\weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose\20260630_024117_weak_rep1
lammps,intel-native,argon_block,weak,weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260630_024117_weak_rep2,2026-06-30T03:23:18+02:00,cm4r15c06s04,91,753571,0.8442,0.005,500,1,23,close,20.9928,,17.948,1063.9,7.3947,2.6401,4.164,,4.9864,,28419816,84,25.997247,25.997247,0,results\lammps\intel-native\argon_block\weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose\20260630_024117_weak_rep2
lammps,intel-native,argon_block,weak,weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260630_024117_weak_rep3,2026-06-30T03:29:10+02:00,cm4r15c06s04,91,753571,0.8442,0.005,500,1,23,close,20.5045,,18.376,1077.6,7.221,2.612,4.1105,,4.7601,,28419816,84,25.479583,25.479583,0,results\lammps\intel-native\argon_block\weak_n91_p753571_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose\20260630_024117_weak_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose,20260630_175500_strong_rep1,2026-06-30T17:59:07+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,11,close,12.1427,,41.177,1094.5,7.2887,0.0,1.0559,,1.9255,,40000000,0,15.842819,15.842819,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose,20260630_175500_strong_rep2,2026-06-30T18:05:37+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,11,close,12.1014,,41.318,1093.7,7.244,0.0,1.0585,,1.9208,,40000000,0,15.796393,15.796393,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose,20260630_175500_strong_rep3,2026-06-30T18:12:07+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,11,close,12.1576,,41.127,1094.2,7.2832,0.0,1.0571,,1.9318,,40000000,0,15.850373,15.850373,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t11_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose,20260630_175500_strong_rep1,2026-06-30T17:59:25+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,16,close,11.181,,44.719,1591.8,5.9171,0.0,1.0661,,2.2929,,40000000,0,14.773027,14.773027,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose,20260630_175500_strong_rep2,2026-06-30T18:05:55+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,16,close,11.2238,,44.548,1589.5,5.925,0.0,1.08,,2.3052,,40000000,0,14.831808,14.831808,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose,20260630_175500_strong_rep3,2026-06-30T18:12:25+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,16,close,11.183,,44.711,1590.1,5.9281,0.0,1.0657,,2.2961,,40000000,0,14.783204,14.783204,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t16_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose,20260630_175500_strong_rep1,2026-06-30T17:55:11+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,1,close,69.1093,,7.235,100.0,62.925,0.0,0.79234,,3.614,,40000000,0,80.865951,80.865951,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose,20260630_175500_strong_rep2,2026-06-30T18:01:40+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,1,close,69.1629,,7.229,99.9,62.923,0.0,0.80688,,3.6494,,40000000,0,80.916137,80.916137,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose,20260630_175500_strong_rep3,2026-06-30T18:08:09+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,1,close,69.5599,,7.188,99.9,62.871,0.0,0.82132,,4.0539,,40000000,0,81.372227,81.372227,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t1_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose,20260630_175500_strong_rep1,2026-06-30T17:59:42+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,23,close,11.3559,,44.03,2284.3,5.4301,0.0,1.0717,,2.9206,,40000000,0,15.081412,15.081412,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose,20260630_175500_strong_rep2,2026-06-30T18:06:12+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,23,close,11.3318,,44.124,2286.6,5.4297,0.0,1.0596,,2.918,,40000000,0,15.019709,15.019709,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose,20260630_175500_strong_rep3,2026-06-30T18:12:41+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,23,close,11.3415,,44.086,2285.5,5.4237,0.0,1.0763,,2.9157,,40000000,0,15.003927,15.003927,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t23_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose,20260630_175500_strong_rep1,2026-06-30T17:56:33+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,2,close,38.209,,13.086,199.6,32.829,0.0,0.97382,,2.5635,,40000000,0,45.615511,45.615511,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose,20260630_175500_strong_rep2,2026-06-30T18:03:03+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,2,close,38.2873,,13.059,199.6,32.838,0.0,0.95386,,2.6335,,40000000,0,45.701646,45.701646,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose,20260630_175500_strong_rep3,2026-06-30T18:09:33+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,2,close,38.2539,,13.071,199.6,32.897,0.0,0.94632,,2.5715,,40000000,0,45.665617,45.665617,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t2_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose,20260630_175500_strong_rep1,2026-06-30T17:59:59+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,32,close,12.3138,,40.605,3183.1,5.7638,0.0,1.0952,,3.4782,,40000000,0,16.182236,16.182236,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose,20260630_175500_strong_rep2,2026-06-30T18:06:29+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,32,close,12.2834,,40.705,3182.6,5.7514,0.0,1.0835,,3.4793,,40000000,0,16.153418,16.153418,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose,20260630_175500_strong_rep3,2026-06-30T18:12:58+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,32,close,12.306,,40.63,3182.9,5.7605,0.0,1.0999,,3.4881,,40000000,0,16.175237,16.175237,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t32_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose,20260630_175500_strong_rep1,2026-06-30T18:00:17+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,37,close,12.5497,,39.842,3677.8,6.1066,0.0,1.1088,,3.3588,,40000000,0,16.504853,16.504853,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose,20260630_175500_strong_rep2,2026-06-30T18:06:47+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,37,close,12.5274,,39.912,3678.2,6.1055,0.0,1.1148,,3.3278,,40000000,0,16.468095,16.468095,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose\20260630_175500_strong_rep2
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose,20260630_175500_strong_rep3,2026-06-30T18:13:16+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,37,close,12.577,,39.755,3677.3,6.1077,0.0,1.1187,,3.3582,,40000000,0,16.565283,16.565283,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t37_bindclose\20260630_175500_strong_rep3
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose,20260630_175500_strong_rep1,2026-06-30T17:57:21+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,3,close,27.2992,,18.316,299.2,22.242,0.0,0.99379,,2.1871,,40000000,0,33.124126,33.124126,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose\20260630_175500_strong_rep1
lammps,openmp-native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose,20260630_175500_strong_rep2,2026-06-30T18:03:51+02:00,cm4r15c06s03,100,1000000,0.8442,1e-07,500,1,3,close,27.3292,,18.295,299.1,22.275,0.0,1.0102,,2.1715,,40000000,0,33.144123,33.144123,0,results\lammps\openmp-native\argon_block\strong_n100_p1000000_rho0.8442_dt0.0000001_steps500_threads_r1_t3_bindclose\20260630_175500_strong_rep2
