engine,config,benchmark,scaling,scenario,run_id,run_date,hostname,n_dim,particles,rho,dt,steps,block_x,block_y,block_z,cell_config,layout,executor,ordering,threads,steps_processed,particles_processed,wall_time_total_s,integration_time_s,throughput_it_s,performance_mups,avg_step_time_s,median_step_time_s,min_step_time_s,max_step_time_s,stddev_step_time_s,wall_time_process_s,exit_status,result_dir
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1,20260630_004820_strong_rep1,2026-06-30T00:48:20+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,1,500,500000000,188.46082,188.46057,2.65,2.65,0.376921,0.377669,0.359191,0.385556,0.005474,205.164787,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1,20260630_004820_strong_rep2,2026-06-30T00:58:41+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,1,500,500000000,188.37729,188.37711,2.65,2.65,0.376754,0.377447,0.35838,0.400586,0.005039,205.018589,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1,20260630_004820_strong_rep3,2026-06-30T01:08:56+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,1,500,500000000,188.15893,188.15877,2.66,2.66,0.376318,0.376894,0.359782,0.401016,0.005151,204.787892,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t1\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11,20260630_004820_strong_rep1,2026-06-30T00:56:49+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,11,500,500000000,20.25391,20.25375,24.69,24.69,0.040507,0.040353,0.039441,0.050673,0.000831,22.664044,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11,20260630_004820_strong_rep2,2026-06-30T01:07:06+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,11,500,500000000,20.23416,20.23397,24.71,24.71,0.040468,0.040271,0.039458,0.048577,0.000819,22.629177,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11,20260630_004820_strong_rep3,2026-06-30T01:17:21+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,11,500,500000000,20.27787,20.27767,24.66,24.66,0.040555,0.040377,0.039462,0.053541,0.000897,22.6784,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t11\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16,20260630_004820_strong_rep1,2026-06-30T00:57:11+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,16,500,500000000,15.30972,15.30956,32.66,32.66,0.030619,0.030336,0.029803,0.042378,0.000952,17.286032,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16,20260630_004820_strong_rep2,2026-06-30T01:07:29+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,16,500,500000000,15.33967,15.3395,32.6,32.6,0.030679,0.030364,0.02987,0.042655,0.000972,17.317421,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16,20260630_004820_strong_rep3,2026-06-30T01:17:43+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,16,500,500000000,15.32648,15.32632,32.62,32.62,0.030653,0.030347,0.029832,0.044956,0.001005,17.305937,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t16\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2,20260630_004820_strong_rep1,2026-06-30T00:51:45+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,2,500,500000000,96.39418,96.39398,5.19,5.19,0.192788,0.193285,0.183257,0.203549,0.00254,105.256641,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2,20260630_004820_strong_rep2,2026-06-30T01:02:06+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,2,500,500000000,96.58112,96.58095,5.18,5.18,0.193162,0.193192,0.183882,0.21962,0.0033,105.443513,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2,20260630_004820_strong_rep3,2026-06-30T01:12:21+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,2,500,500000000,96.41242,96.41231,5.19,5.19,0.192825,0.193223,0.183174,0.200427,0.00264,105.304574,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t2\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23,20260630_004820_strong_rep1,2026-06-30T00:57:29+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,23,500,500000000,12.23308,12.23291,40.87,40.87,0.024466,0.024541,0.023351,0.034593,0.001012,13.915068,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23,20260630_004820_strong_rep2,2026-06-30T01:07:46+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,23,500,500000000,12.2476,12.24741,40.82,40.82,0.024495,0.024607,0.023342,0.033571,0.001033,13.925546,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23,20260630_004820_strong_rep3,2026-06-30T01:18:01+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,23,500,500000000,12.23369,12.23353,40.87,40.87,0.024467,0.024583,0.023286,0.035084,0.00108,13.956119,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t23\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3,20260630_004820_strong_rep1,2026-06-30T00:53:30+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,3,500,500000000,66.08423,66.08407,7.57,7.57,0.132168,0.132512,0.125879,0.155955,0.002205,75.530751,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3,20260630_004820_strong_rep2,2026-06-30T01:03:51+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,3,500,500000000,65.32438,65.32421,7.65,7.65,0.130648,0.130907,0.1243,0.176049,0.002729,71.590706,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3,20260630_004820_strong_rep3,2026-06-30T01:14:06+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,3,500,500000000,65.30802,65.30783,7.66,7.66,0.130616,0.130859,0.123883,0.135388,0.001844,71.565085,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t3\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32,20260630_004820_strong_rep1,2026-06-30T00:57:43+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,32,500,500000000,10.61672,10.61659,47.1,47.1,0.021233,0.02151,0.019479,0.032112,0.000886,12.131705,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32,20260630_004820_strong_rep2,2026-06-30T01:08:00+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,32,500,500000000,10.5548,10.55467,47.37,47.37,0.021109,0.02137,0.019259,0.030498,0.000871,12.060289,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32,20260630_004820_strong_rep3,2026-06-30T01:18:15+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,32,500,500000000,10.56114,10.561,47.34,47.34,0.021122,0.021373,0.019256,0.030008,0.000908,12.067573,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t32\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37,20260630_004820_strong_rep1,2026-06-30T00:57:55+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,37,500,500000000,10.09162,10.09149,49.55,49.55,0.020183,0.020242,0.019136,0.023626,0.000345,11.534704,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37,20260630_004820_strong_rep2,2026-06-30T01:08:13+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,37,500,500000000,9.14623,9.14613,54.67,54.67,0.018292,0.018275,0.017791,0.019007,0.000205,10.48515,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37,20260630_004820_strong_rep3,2026-06-30T01:18:27+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,37,500,500000000,10.07765,10.07746,49.62,49.62,0.020155,0.020213,0.019055,0.024027,0.000364,11.515077,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t37\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260630_004820_strong_rep1,2026-06-30T00:54:46+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,500,500000000,49.86887,49.86873,10.03,10.03,0.099737,0.099803,0.094796,0.103599,0.001417,55.048534,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260630_004820_strong_rep2,2026-06-30T01:05:03+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,500,500000000,50.08895,50.08873,9.98,9.98,0.100177,0.10024,0.095148,0.104154,0.001427,54.871339,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4,20260630_004820_strong_rep3,2026-06-30T01:15:18+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,4,500,500000000,49.99193,49.99172,10.0,10.0,0.099983,0.100103,0.094979,0.104759,0.001439,54.771814,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t4\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260630_004820_strong_rep1,2026-06-30T00:58:07+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,500,500000000,9.84109,9.841,50.81,50.81,0.019682,0.019676,0.019177,0.020441,0.000168,11.217208,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260630_004820_strong_rep2,2026-06-30T01:08:23+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,500,500000000,9.88953,9.88941,50.56,50.56,0.019779,0.01976,0.019155,0.020563,0.000178,11.260922,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45,20260630_004820_strong_rep3,2026-06-30T01:18:39+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,45,500,500000000,9.83626,9.83611,50.83,50.83,0.019672,0.01968,0.019186,0.020245,0.000158,11.211711,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t45\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50,20260630_004820_strong_rep1,2026-06-30T00:58:18+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,50,500,500000000,9.57415,9.57404,52.22,52.22,0.019148,0.019139,0.018522,0.019916,0.00018,10.923063,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50,20260630_004820_strong_rep2,2026-06-30T01:08:35+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,50,500,500000000,9.53661,9.53642,52.43,52.43,0.019073,0.019051,0.018516,0.020663,0.000198,10.889572,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50,20260630_004820_strong_rep3,2026-06-30T01:18:50+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,50,500,500000000,9.61267,9.61253,52.02,52.02,0.019225,0.019191,0.01845,0.020493,0.000239,10.963023,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t50\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260630_004820_strong_rep1,2026-06-30T00:58:29+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,500,500000000,9.9674,9.96723,50.16,50.16,0.019934,0.019925,0.018519,0.023787,0.000859,11.309461,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260630_004820_strong_rep2,2026-06-30T01:08:46+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,500,500000000,8.98363,8.98346,55.66,55.66,0.017967,0.017953,0.016841,0.01983,0.000406,10.272383,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56,20260630_004820_strong_rep3,2026-06-30T01:19:01+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,56,500,500000000,9.96568,9.96552,50.17,50.17,0.019931,0.019964,0.018545,0.023628,0.000805,11.312359,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t56\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260630_004820_strong_rep1,2026-06-30T00:55:41+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,500,500000000,34.15318,34.153,14.64,14.64,0.068306,0.06829,0.065196,0.093204,0.00157,37.755756,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260630_004820_strong_rep2,2026-06-30T01:05:58+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,500,500000000,34.71437,34.71427,14.4,14.4,0.069429,0.069606,0.066348,0.088794,0.001237,38.36184,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6,20260630_004820_strong_rep3,2026-06-30T01:16:13+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,6,500,500000000,34.24839,34.2482,14.6,14.6,0.068496,0.068582,0.065362,0.077284,0.001058,37.845182,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t6\20260630_004820_strong_rep3
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260630_004820_strong_rep1,2026-06-30T00:56:19+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,500,500000000,26.46153,26.46139,18.9,18.9,0.052923,0.052734,0.051323,0.076631,0.001483,29.411993,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8\20260630_004820_strong_rep1
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260630_004820_strong_rep2,2026-06-30T01:06:37+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,500,500000000,26.45255,26.45232,18.9,18.9,0.052905,0.052847,0.051333,0.068511,0.00108,29.391478,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8\20260630_004820_strong_rep2
april,native,argon_block,strong,strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8,20260630_004820_strong_rep3,2026-06-30T01:16:51+02:00,cm4r15c06s04,100,1000000,0.8442,0.005,500,2,2,2,C08,SoA,OmpExecutor,hilbert,8,500,500000000,26.49127,26.49111,18.87,18.87,0.052982,0.052927,0.051293,0.069162,0.001067,29.427722,0,results\april\native\argon_block\strong_n100_p1000000_rho0.8442_dt0.005_steps500_b2x2x2_C08_SoA_OmpExecutor_hilbert_t8\20260630_004820_strong_rep3
