engine,config,benchmark,scenario,run_id,date,hostname,cpu_scaling_enabled,implementation,layout,vector_policy,baseline_variant,kernel,benchmark_args,arg0,arg1,arg2,name,run_name,run_type,aggregate_name,repetition_index,repetitions,threads,iterations,real_time_ms,cpu_time_ms,time_unit,items_per_second,ns_per_interaction,json_path
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,7,10,1,2,4864.97989261348,4864.093683999982,ms,862088658.7348088,1.1599735014117782,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,8,10,1,2,4867.618181884175,4866.762639499995,ms,861615885.263476,1.160609985381371,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,9,10,1,2,4864.8301769736445,4863.962087999994,ms,862111982.8103408,1.1599421188186796,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000_mean","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,mean,,10,1,10,4866.236429040156,4865.361441199993,ms,861864144.1687874,1.1602758320932522,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000_median","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,median,,10,1,10,4866.09225044424,4865.195370999999,ms,861893445.2252274,1.16023622820322,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000_stddev","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,stddev,,10,1,10,1.8987194732981625,1.898630397034837,ms,336260.91954603884,0.0004527793039758858,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Scalar,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000_cv","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Scalar>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,cv,,10,1,10,0.0003901823310448311,0.00039023419328257727,ms,0.00039015536476498964,0.0003902341938459816,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,0,10,1,5,1431.6646476082592,1431.3977618000195,ms,2929500179.4098396,0.34135515915942166,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,1,10,1,5,1433.218472716352,1432.9570728000022,ms,2926312364.547194,0.3417270186584254,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,2,10,1,5,1456.2970945705642,1456.0296103999917,ms,2879941431.169142,0.3472292836156879,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,3,10,1,5,1430.0718547508627,1429.8280986000009,ms,2932716180.4316196,0.3409808309008702,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,4,10,1,5,1448.0025574470187,1447.729612799992,ms,2896452461.098696,0.34524992673992483,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,5,10,1,5,1458.4998905324624,1458.2071638000002,ms,2875640789.661576,0.34774857958447813,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,6,10,1,5,1430.8792776750847,1430.5966610000041,ms,2931140631.2586017,0.341164115203374,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,7,10,1,5,1428.86299678078,1428.6226401999897,ms,2935190778.8700533,0.3406933570379249,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,8,10,1,5,1422.896933898841,1422.709411599999,ms,2947390356.60429,0.3392831891979545,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,9,10,1,5,1423.00673111841,1422.810397800015,ms,2947181160.9500146,0.3393072720638772,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_mean","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,mean,,10,1,10,1436.3400457098635,1436.0888430800014,ms,2920146633.400103,0.3424738732161938,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_median","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,median,,10,1,10,1431.2719626416722,1430.9972114000118,ms,2930320405.334221,0.34125963718139785,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_stddev","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,stddev,,10,1,10,13.082945923986589,13.058022343846332,ms,26378487.081033368,0.0031140353956502598,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,SoA,Auto,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_cv","BM_April_DirectSum<Layout::SoA, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,cv,,10,1,10,0.009108529670994988,0.009092767767654676,ms,0.009033274829188732,0.009092767767672776,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,0,10,1,5,1415.9727548171163,1415.765753400001,ms,2961845905.6024776,0.3376272878033427,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,1,10,1,5,1416.156135650209,1415.945752600021,ms,2961469387.015793,0.3376702134367419,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,2,10,1,5,1415.9297667100964,1415.7165664000104,ms,2961948810.603372,0.3376155578449353,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,3,10,1,5,1416.048269173536,1415.8427202000098,ms,2961684896.3334246,0.3376456425995903,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,4,10,1,5,1416.0389958343371,1415.8305412000232,ms,2961710372.800603,0.33764273819063434,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,5,10,1,5,1416.9664230355943,1416.754060400001,ms,2959779765.032814,0.33786297609508575,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,6,10,1,5,1415.831906580684,1415.6431788000077,ms,2962102359.405638,0.3375980566048553,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,7,10,1,5,1449.1501235765327,1448.9380050000022,ms,2894036863.916751,0.3455381002461086,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,8,10,1,5,1416.6104766893022,1416.3972347999902,ms,2960525406.9788795,0.33777788146748844,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",iteration,,9,10,1,5,1416.3953633814306,1416.1738641999932,ms,2960992365.417515,0.3377246127613689,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_mean","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,mean,,10,1,10,1419.5100215448842,1419.300767700006,ms,2954609613.3107266,0.33847030670501516,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_median","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,median,,10,1,10,1416.1022024118724,1415.8942364000154,ms,2961577141.6746087,0.3376579280181661,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_stddev","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,stddev,,10,1,10,10.420350321986993,10.419197314287745,ms,21295358.06144043,0.00248473684425538,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<,Auto,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000_cv","BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500/min_time:5.000/min_warmup_time:2.000",aggregate,cv,,10,1,10,0.007340807858930292,0.007341077769704994,ms,0.007207503138656061,0.007341077769698973,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,0,10,1,1,1411.9029858970662,1411.674578999964,ms,2970429631.8564696,0.3366516376201837,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,1,10,1,1,1411.6476059129527,1411.4434970000502,ms,2970915951.586159,0.3365965299240809,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,2,10,1,1,1607.9253137527403,1607.6277509999954,ms,2608365025.6669474,0.383381923220008,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,3,10,1,1,1584.9667289279805,1584.6657199999754,ms,2646160604.7741504,0.37790601152319314,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,4,10,1,1,1411.7126471485394,1411.5167630000087,ms,2970761743.6208754,0.3366140021653714,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,5,10,1,1,1411.740671901274,1411.542532999988,ms,2970707507.5434766,0.33662014771252763,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,6,10,1,1,1411.8682593417716,1411.6529640000408,ms,2970475114.5904717,0.3366464829441489,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,7,10,1,1,1411.739772880593,1411.510598999996,ms,2970774716.7968745,0.33661253219436715,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
april,native,april_vs_hardcoded,default,20260630_002507,2026-06-30T00:25:07+02:00,cm4r15c06s04,True,April,AoSoA<16,Auto,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>",16/500,16,500,,"BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500","BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500",iteration,,8,10,1,1,1525.8980398022143,1525.6595060000109,ms,2748503177.484197,0.363834398370729,results\april\native\april_vs_hardcoded\default\20260630_002507\april_vs_hardcoded.json
