----------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                        Time             CPU   Iterations UserCounters...
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_mean           1482 ms         1482 ms            3 items_per_second=2.83923G/s ns/interaction=0.353358s
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_median         1421 ms         1421 ms            3 items_per_second=2.95132G/s ns/interaction=0.338832s
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_stddev          106 ms          106 ms            3 items_per_second=194.423M/s ns/interaction=0.0251931s
BM_April_DirectSum<Layout::AoSoA<>, VectorPolicy::Auto>/16/500_cv             7.13 %          7.13 %             3 items_per_second=6.85% ns/interaction=7.13%
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_mean         1447 ms         1447 ms            3 items_per_second=2.90083G/s ns/interaction=0.345019s
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_median       1417 ms         1417 ms            3 items_per_second=2.95957G/s ns/interaction=0.337887s
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_stddev       51.9 ms         51.9 ms            3 items_per_second=101.968M/s ns/interaction=0.0123791s
BM_April_DirectSum<Layout::AoSoA<16>, VectorPolicy::Auto>/16/500_cv           3.59 %          3.59 %             3 items_per_second=3.52% ns/interaction=3.59%
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_mean         1648 ms         1647 ms            3 items_per_second=2.54556G/s ns/interaction=0.39284s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_median       1648 ms         1647 ms            3 items_per_second=2.54526G/s ns/interaction=0.392888s
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_stddev      0.682 ms        0.686 ms            3 items_per_second=1.05977M/s ns/interaction=163.52us
BM_April_DirectSum<Layout::AoSoA<32>, VectorPolicy::Auto>/16/500_cv           0.04 %          0.04 %             3 items_per_second=0.04% ns/interaction=0.04%
BM_Baseline_Handcoded_AoS_Scalar/16/500_mean                                  4272 ms         4272 ms            3 items_per_second=981.64M/s ns/interaction=1.0187s
BM_Baseline_Handcoded_AoS_Scalar/16/500_median                                4272 ms         4272 ms            3 items_per_second=981.646M/s ns/interaction=1.0187s
BM_Baseline_Handcoded_AoS_Scalar/16/500_stddev                               0.146 ms        0.150 ms            3 items_per_second=34.4607k/s ns/interaction=35.7621us
BM_Baseline_Handcoded_AoS_Scalar/16/500_cv                                    0.00 %          0.00 %             3 items_per_second=0.00% ns/interaction=0.00%
BM_Baseline_Handcoded_SoA_Scalar/16/500_mean                                  4533 ms         4533 ms            3 items_per_second=925.094M/s ns/interaction=1.08097s
BM_Baseline_Handcoded_SoA_Scalar/16/500_median                                4533 ms         4533 ms            3 items_per_second=925.115M/s ns/interaction=1.08095s
BM_Baseline_Handcoded_SoA_Scalar/16/500_stddev                               0.670 ms        0.685 ms            3 items_per_second=139.883k/s ns/interaction=163.459us
BM_Baseline_Handcoded_SoA_Scalar/16/500_cv                                    0.01 %          0.02 %             3 items_per_second=0.02% ns/interaction=0.02%
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_mean                                 1437 ms         1436 ms            3 items_per_second=2.91926G/s ns/interaction=0.342553s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median                               1436 ms         1436 ms            3 items_per_second=2.91946G/s ns/interaction=0.342529s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev                              0.222 ms        0.189 ms            3 items_per_second=383.596k/s ns/interaction=45.0156us
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv                                   0.02 %          0.01 %             3 items_per_second=0.01% ns/interaction=0.01%
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean                                 1922 ms         1922 ms            3 items_per_second=2.1817G/s ns/interaction=0.458359s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median                               1922 ms         1922 ms            3 items_per_second=2.18185G/s ns/interaction=0.458326s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev                              0.575 ms        0.568 ms            3 items_per_second=644.186k/s ns/interaction=135.353us
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv                                   0.03 %          0.03 %             3 items_per_second=0.03% ns/interaction=0.03%
