--------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                            Time             CPU   Iterations UserCounters...
--------------------------------------------------------------------------------------------------------------------------------------
BM_LinkedCells_UpdateForcesOnly<Layout::AoS, VectorPolicy::Scalar>/50/25          3177 ms         3177 ms            1 items_per_second=299.432M/s ns/interaction=3.33966s
BM_LinkedCells_FullIntegration<Layout::AoS, VectorPolicy::Scalar>/50/25           3347 ms         3347 ms            1 items_per_second=284.247M/s ns/interaction=3.51807s
BM_LinkedCells_UpdateForcesOnly<Layout::SoA, VectorPolicy::Scalar>/50/25          3942 ms         3941 ms            1 items_per_second=241.377M/s ns/interaction=4.1429s
BM_LinkedCells_UpdateForcesOnly<Layout::SoA, VectorPolicy::Auto>/50/25            1071 ms         1071 ms            1 items_per_second=887.946M/s ns/interaction=1.1262s
BM_LinkedCells_UpdateForcesOnly<Layout::AoSoA<>, VectorPolicy::Auto>/50/25        1030 ms         1030 ms            1 items_per_second=923.395M/s ns/interaction=1.08296s
BM_LinkedCells_FullIntegration<Layout::AoSoA<>, VectorPolicy::Auto>/50/25         1112 ms         1112 ms            1 items_per_second=855.488M/s ns/interaction=1.16892s
BM_DirectSum_FullIntegration<Layout::AoS, VectorPolicy::Scalar>/4000/200          5484 ms         5483 ms            1 items_per_second=291.726M/s ns/interaction=3.42787s
BM_DirectSum_UpdateForcesOnly<Layout::AoS, VectorPolicy::Scalar>/4000/200         5264 ms         5263 ms            1 items_per_second=303.936M/s ns/interaction=3.29017s
BM_DirectSum_FullIntegration<Layout::SoA, VectorPolicy::Scalar>/4000/200          6783 ms         6782 ms            1 items_per_second=235.876M/s ns/interaction=4.23952s
BM_DirectSum_UpdateForcesOnly<Layout::SoA, VectorPolicy::Scalar>/4000/200         6517 ms         6516 ms            1 items_per_second=245.5M/s ns/interaction=4.07332s
BM_DirectSum_FullIntegration<Layout::SoA, VectorPolicy::Auto>/4000/200            1582 ms         1582 ms            1 items_per_second=1.01113G/s ns/interaction=0.988993s
BM_DirectSum_UpdateForcesOnly<Layout::SoA, VectorPolicy::Auto>/4000/200           1499 ms         1499 ms            1 items_per_second=1.06695G/s ns/interaction=0.937247s
BM_DirectSum_FullIntegration<Layout::AoSoA<>, VectorPolicy::Auto>/4000/200        1563 ms         1562 ms            1 items_per_second=1.02379G/s ns/interaction=0.976762s
BM_DirectSum_UpdateForcesOnly<Layout::AoSoA<>, VectorPolicy::Auto>/4000/200       1487 ms         1487 ms            1 items_per_second=1.07599G/s ns/interaction=0.929377s
BM_Manual_AbsoluteMaxPerf/7998000                                                 5.45 ms         5.45 ms          128 items_per_second=1.4679G/s ns/interaction=0.681245s
BM_Manual_RealisticVectorRead/7998000                                             15.0 ms         15.0 ms           45 items_per_second=532.388M/s ns/interaction=1.87833s
BM_Manual_TriangleAoS/4000/200                                                    2768 ms         2767 ms            1 items_per_second=578.033M/s ns/interaction=1.73s
BM_Manual_TriangleSoA/4000/200                                                    1561 ms         1561 ms            1 items_per_second=1.02488G/s ns/interaction=0.975728s
BM_Manual_TriangleSoA_ExplicitSIMD/4000/200                                       1369 ms         1369 ms            1 items_per_second=1.16829G/s ns/interaction=0.855952s
